tiempo_s,vel_m1,vel_m2,vel_m3,vel_m4,act_m1,act_m2,act_m3,act_m4
296.9531,-10.9023,46.4783,59.4672,-23.9956,-127.4852,127.4852,144.1241,-144.1241
296.9731,-8.8612,38.6671,22.9778,-18.8349,-127.4852,127.4852,144.1241,-144.1241
296.9898,2623.3998,44.1636,36.0004,-23.8016,-127.4852,127.4852,144.1241,-144.1241
297.0072,-5.7062,-2495.5826,32.0695,-22.5150,-127.4852,127.4852,144.1241,-144.1241
297.0228,-12.3296,48.9758,37.9183,-24.1209,-127.4852,127.4852,144.1241,-144.1241
297.0525,-13.1249,24.9812,18.4318,-13.2543,-127.4852,127.4852,144.1241,-144.1241
297.0682,-3.3053,49.4340,36.0669,-31.8867,-127.4852,127.4852,144.1241,-144.1241
297.0849,-6.7141,49.2981,37.4335,-26.1207,-127.4852,127.4852,144.1241,-144.1241
297.1017,-7.6221,49.5663,32.8616,-26.7001,-127.4852,127.4852,144.1241,-144.1241
297.1384,-4.3519,24.7094,14.4574,-12.9092,-127.4852,127.4852,144.1241,-144.1241
297.1559,-6.7619,50.1437,38.9470,-28.6284,-127.4852,127.4852,144.1241,-144.1241
297.1748,-5.1117,45.1937,47.6684,-26.3292,-127.4852,127.4852,144.1241,-144.1241
297.1924,-9.7337,52.4491,29.6791,2461.8480,-127.4852,127.4852,144.1241,-144.1241
297.2227,-2.2783,30.2508,21.2642,-20.3022,-127.4852,127.4852,144.1241,-144.1241
297.2383,-4.1723,56.5957,54.5832,-35.0962,-127.4852,127.4852,144.1241,-144.1241
297.2548,-7.7924,59.7259,31.9160,-31.3561,-127.4852,127.4852,144.1241,-144.1241
297.2709,-19.9611,68.6967,41.5419,-36.7780,-127.4852,127.4852,144.1241,-144.1241
297.3040,-1.5298,29.2053,36.5993,-17.6159,-127.4852,127.4852,144.1241,-144.1241
297.3193,-6.8114,66.6615,78.7317,-69.1157,-127.4852,127.4852,144.1241,-144.1241
297.3407,-9.6175,98.2130,49.0529,-57.5978,-127.4852,127.4852,144.1241,-144.1241
297.3771,-1.5596,30.3702,-1185.5353,-20.6754,-127.4852,127.4852,144.1241,-144.1241
297.3957,-0.9478,58.1043,76.5245,-45.2884,-127.4852,127.4852,144.1241,-144.1241
297.4134,-0.0867,63.3194,28.2575,-52.5278,-127.4852,127.4852,144.1241,-144.1241
297.4296,-2.2276,69.4337,42.8925,-36.8259,-127.4852,127.4852,144.1241,-144.1241
297.4659,-1.0363,27.2599,26.0544,-16.4744,-127.4852,127.4852,144.1241,-144.1241
297.4836,3.1655,124.0617,73.1535,-78.9208,-127.4852,127.4852,144.1241,-144.1241
297.5007,2.4113,76.9379,29.9625,-34.6511,-127.4852,127.4852,144.1241,-144.1241
297.5385,2.4816,28.5176,13.5265,-22.1510,-127.4852,127.4852,144.1241,-144.1241
297.5553,4.3160,65.4219,49.1573,-64.1498,-127.4852,127.4852,144.1241,-144.1241
297.5745,5.5610,58.1700,41.4471,-69.6920,-127.4852,127.4852,144.1241,-144.1241
297.5914,3.6874,63.5960,25.9938,-29.0894,-127.4852,127.4852,144.1241,-144.1241
297.6231,3.0218,36.3098,26.5676,-20.8141,-127.4852,127.4852,144.1241,-144.1241
297.6388,10.3598,71.9323,108.8269,-72.9096,-127.4852,127.4852,144.1241,-144.1241
297.6562,12.0628,55.0311,55.9116,-56.7481,-127.4852,127.4852,144.1241,-144.1241
297.6734,2.1369,65.8889,25.5987,-32.0986,-127.4852,127.4852,144.1241,-144.1241
297.6930,12.0191,56.2464,53.7719,-31.1869,-127.4852,127.4852,144.1241,-144.1241
297.7108,14.5779,51.3655,62.7277,-45.1056,-127.4852,127.4852,144.1241,-144.1241
297.7274,4.2680,68.3816,34.4227,-51.6805,-127.4852,127.4852,144.1241,-144.1241
297.7422,12.2995,78.1565,33.6291,-30.8786,-127.4852,127.4852,144.1241,-144.1241
297.7851,4.8214,23.8036,9.9643,-16.5536,-127.4852,127.4852,144.1241,-144.1241
297.8016,8.2449,62.1397,50.8670,-32.9797,-127.4852,127.4852,144.1241,-144.1241
297.8185,17.5446,55.6712,62.1541,-37.4013,-127.4852,127.4852,144.1241,-144.1241
297.8353,14.1145,57.8284,23.0674,-25.2600,-127.4852,127.4852,144.1241,-144.1241
297.8516,-2686.5600,65.6590,30.0290,-26.4519,-127.4852,127.4852,144.1241,-144.1241
297.8706,12.4786,56.3356,29.6418,-33.8014,-127.4852,127.4852,144.1241,-144.1241
297.8853,19.6276,65.4428,46.6482,-27.8536,-127.4852,127.4852,144.1241,-144.1241
297.9016,8.9124,56.6811,40.9311,-18.1078,0.0000,0.0000,0.0000,0.0000
297.9349,4.4843,27.8027,19.3860,-11.1763,0.0000,0.0000,0.0000,0.0000
297.9517,14.8004,51.1370,61.2178,-16.0376,0.0000,0.0000,0.0000,0.0000
297.9683,22.0945,46.3984,29.0911,-7.2267,0.0000,0.0000,0.0000,0.0000
297.9850,16.3032,40.2300,11.2975,-6.1998,0.0000,0.0000,0.0000,0.0000
298.0228,8.4236,17.6389,4.3235,-2.4154,0.0000,0.0000,0.0000,0.0000
298.0395,25.1349,-2600.0363,7.9640,-0.1381,0.0000,0.0000,0.0000,0.0000
298.0561,25.9771,34.6976,5.8137,1.4304,0.0000,0.0000,0.0000,0.0000
298.0731,20.4861,28.6806,3.6020,1.9811,0.0000,0.0000,0.0000,0.0000
298.1016,15.0613,16.5702,2.5057,1.8860,0.0000,0.0000,0.0000,0.0000
298.1182,23.8241,25.0683,4.0091,4.6542,0.0000,0.0000,0.0000,0.0000
298.1351,25.4731,21.8731,2.2329,6.1063,0.0000,0.0000,0.0000,0.0000
298.1520,21.9987,18.8754,2.6706,7.8761,0.0000,0.0000,0.0000,0.0000
298.1850,12.0723,9.2112,1.2096,3.9310,0.0000,0.0000,0.0000,0.0000
298.2018,18.7237,14.6593,2.7857,7.8548,0.0000,0.0000,0.0000,0.0000
298.2187,33.0872,22.6793,6.5447,21.3158,0.0000,0.0000,0.0000,0.0000
298.2571,6.9942,3.9255,1.5742,5.1012,0.0000,0.0000,0.0000,0.0000
298.2748,11.1609,7.6433,3.8651,9.4672,0.0000,0.0000,0.0000,0.0000
298.2904,12.9841,6.1478,5.4101,12.0005,0.0000,0.0000,0.0000,0.0000
298.3057,8.8064,4.8535,4.6534,11.0580,0.0000,0.0000,0.0000,0.0000
298.3398,3.0429,1.5778,3.0654,4.7109,0.0000,0.0000,0.0000,0.0000
298.3556,4.7573,1.7476,4.9515,8.9806,0.0000,0.0000,0.0000,0.0000
298.3702,6.2690,0.7836,2.9778,9.5602,0.0000,0.0000,0.0000,0.0000
298.3851,4.0724,-0.7217,1.3918,6.7014,0.0000,0.0000,0.0000,0.0000
298.4183,1.3868,-0.2080,0.6703,2.5887,0.0000,0.0000,0.0000,0.0000
298.4349,1.7576,-0.6475,1.0638,3.6076,0.0000,0.0000,0.0000,0.0000
298.4515,1.6607,-1.9374,0.1384,3.7365,0.0000,0.0000,0.0000,0.0000
298.4705,0.6057,-1.6556,-0.3634,2.2613,0.0000,0.0000,0.0000,0.0000
298.5047,0.0673,-0.8754,-0.3816,0.8979,0.0000,0.0000,0.0000,0.0000
298.5232,-0.1657,-3.1075,-1.4087,1.7402,0.0000,0.0000,0.0000,0.0000
298.5516,-0.1890,-0.9449,-0.3779,0.2700,0.0000,0.0000,0.0000,0.0000
298.5871,-0.3885,-0.9064,-0.6906,0.1079,0.0000,0.0000,0.0000,0.0000
298.6029,-0.1953,-0.4881,-0.4881,0.0000,0.0000,0.0000,0.0000,0.0000
298.6186,0.0000,0.0974,0.0487,0.0000,0.0000,0.0000,0.0000,0.0000
298.6379,0.1193,0.2385,0.2783,0.0000,0.0000,0.0000,0.0000,0.0000
298.6686,0.0250,0.1250,0.0750,0.0000,0.0000,0.0000,0.0000,0.0000
298.6875,0.0000,0.0404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.7018,0.0000,-0.1075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.7353,0.0000,-0.0229,-0.0458,0.0000,0.0000,0.0000,0.0000,0.0000
298.7524,-0.0448,-0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.7685,0.0000,0.0478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.7852,0.0000,0.0000,0.0460,0.0000,0.0000,0.0000,0.0000,0.0000
298.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.8352,0.0000,0.0000,-0.0505,0.0000,0.0000,0.0000,0.0000,0.0000
298.8518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.8685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.9018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.9216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.9389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.9568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
298.9913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.0266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.0441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.0792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.0934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.1066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.1212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.1549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.1721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.1862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.2366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.2520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.2683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.2867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.3217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.3391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.3566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.3859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.4018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.4186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.4350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.4687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.4852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.5019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.5185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.5520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.5685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.5849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.6020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.6390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.6529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.6683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.6850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.7183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.7351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.7536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.8016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.8185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.8350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.8684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.8851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.9020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.9203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.9543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.9694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
299.9850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.0546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.0724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.0889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.1059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.1235,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.1412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.1580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.1884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.2028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.2184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.2350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.2719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.2881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.3081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.3244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.3594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.3781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.3960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.4312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.4477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.4649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.4824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.5166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.5369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.5660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.5950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.6092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.6233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.6380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.6734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.6926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.7110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.7270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.7588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.7737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.7916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.8076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.8385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.8544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.8715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.8870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.9186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.9351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.9519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.9683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
300.9879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.0184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.0723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.0906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.1091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.1255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.1563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.1722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.1902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.2080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.2244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.2442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.2597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.2753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.2905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.3351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
301.3516,-0.1858,0.3715,0.4180,-0.6966,0.0000,0.0000,0.0000,0.0000
301.3684,-9.1994,11.1216,5.8583,-14.4169,0.0000,0.0000,0.0000,0.0000
301.4018,-0.6426,2.8001,0.8722,-2.8689,0.0000,0.0000,0.0000,0.0000
301.4185,0.4598,7.9999,2.8965,-6.4367,0.0000,0.0000,0.0000,0.0000
301.4352,-0.2753,8.5331,5.0923,-5.1382,0.0000,0.0000,0.0000,0.0000
301.4566,0.1436,6.9649,4.2723,-2.7285,0.0000,0.0000,0.0000,0.0000
301.4961,1.0478,8.3432,5.0253,-1.8821,0.0000,0.0000,0.0000,0.0000
301.5169,0.5154,8.0991,6.1479,-1.9143,0.0000,0.0000,0.0000,0.0000
301.5322,0.0502,11.5534,7.4846,-3.4660,0.0000,0.0000,0.0000,0.0000
301.5628,-0.3756,5.7335,4.1562,-1.7776,0.0000,0.0000,0.0000,0.0000
301.5779,-0.7619,12.4445,8.9905,-3.0984,0.0000,0.0000,0.0000,0.0000
301.5931,-0.2018,12.2094,9.1319,-5.3479,0.0000,0.0000,0.0000,0.0000
301.6081,-1.3885,12.5993,7.9196,-6.7882,0.0000,0.0000,0.0000,0.0000
301.6566,-0.9483,8.7716,5.4368,-4.7256,0.0000,0.0000,0.0000,0.0000
301.6721,-0.7422,13.1114,7.8668,-7.5700,0.0000,0.0000,0.0000,0.0000
301.7017,-0.3623,6.9616,3.9855,-3.7525,0.0000,0.0000,0.0000,0.0000
301.7200,-0.9680,13.1312,7.7020,-7.7020,0.0000,0.0000,0.0000,0.0000
301.7359,-0.8159,14.2548,6.8154,-8.2073,0.0000,0.0000,0.0000,0.0000
